timestamp,image_name,jerk,gyro_mag,trigger_reason
1780239218643,keyframe_1780239218643.jpg,3332.3586,0.41330278,sudden_movement
1780239219154,keyframe_1780239219154.jpg,178.29417,0.19258969,sudden_movement
1780239219669,keyframe_1780239219669.jpg,683.73486,0.44795623,sudden_movement
1780239220185,keyframe_1780239220185.jpg,410.9087,0.26740327,sudden_movement
1780239220700,keyframe_1780239220700.jpg,129.32872,0.35443437,sudden_movement
1780239221214,keyframe_1780239221214.jpg,10.257945,0.3281393,sudden_movement
1780239221730,keyframe_1780239221730.jpg,24.458883,0.5980041,high_motion_transition
1780239222245,keyframe_1780239222245.jpg,74.71371,0.2868343,sudden_movement
1780239222760,keyframe_1780239222760.jpg,22.38941,0.83612037,high_motion_transition
1780239223275,keyframe_1780239223275.jpg,449.54297,0.2865584,sudden_movement
1780239223790,keyframe_1780239223790.jpg,128.25584,0.58160585,high_motion_transition
1780239224305,keyframe_1780239224305.jpg,64.52274,0.859299,high_motion_transition
1780239224820,keyframe_1780239224820.jpg,96.309654,0.24245216,sudden_movement
1780239225355,keyframe_1780239225355.jpg,144.70863,0.055690788,sudden_movement
1780239225908,keyframe_1780239225908.jpg,101.49097,0.028946342,sudden_movement
1780239226442,keyframe_1780239226442.jpg,80.49201,0.18157227,sudden_movement
1780239226957,keyframe_1780239226957.jpg,0.0,1.0543927,turn_detected
1780239227472,keyframe_1780239227472.jpg,51.539417,0.7304438,high_motion_transition
1780239227987,keyframe_1780239227987.jpg,92.41866,0.21290322,sudden_movement
1780239228502,keyframe_1780239228502.jpg,92.71621,0.31434786,sudden_movement
1780239229018,keyframe_1780239229018.jpg,35.59017,0.0893134,sudden_movement
1780239229552,keyframe_1780239229552.jpg,69.345474,0.24538621,sudden_movement
1780239230067,keyframe_1780239230067.jpg,11.42311,0.35470742,sudden_movement
1780239230582,keyframe_1780239230582.jpg,154.63448,0.61852366,high_motion_transition
1780239231097,keyframe_1780239231097.jpg,122.56717,0.6653052,high_motion_transition
1780239231612,keyframe_1780239231612.jpg,14.6865835,0.72458994,high_motion_transition
1780239232124,keyframe_1780239232124.jpg,111.262314,0.6670198,high_motion_transition
1780239232643,keyframe_1780239232643.jpg,14.725876,0.2193987,sudden_movement
1780239233158,keyframe_1780239233158.jpg,228.2257,0.65768653,high_motion_transition
1780239233673,keyframe_1780239233673.jpg,170.44066,0.4027974,sudden_movement
1780239234188,keyframe_1780239234188.jpg,87.723724,0.7144862,high_motion_transition
1780239234702,keyframe_1780239234702.jpg,55.107113,0.26354674,sudden_movement
1780239235276,keyframe_1780239235276.jpg,70.178986,0.52312404,high_motion_transition
1780239235810,keyframe_1780239235810.jpg,42.518612,0.50105655,high_motion_transition
1780239236344,keyframe_1780239236344.jpg,64.00585,0.25258335,sudden_movement
1780239236878,keyframe_1780239236878.jpg,151.46828,0.22898956,sudden_movement
1780239237393,keyframe_1780239237393.jpg,18.196106,0.2506615,sudden_movement
1780239237909,keyframe_1780239237909.jpg,16.432762,0.34726858,sudden_movement
1780239238443,keyframe_1780239238443.jpg,87.72086,0.090603895,sudden_movement
1780239239014,keyframe_1780239239014.jpg,14.703452,0.47012913,sudden_movement
1780239239530,keyframe_1780239239530.jpg,79.53644,0.06385925,sudden_movement
1780239240064,keyframe_1780239240064.jpg,143.15318,0.24230196,sudden_movement
1780239240618,keyframe_1780239240618.jpg,84.52796,0.38005993,sudden_movement
1780239241132,keyframe_1780239241132.jpg,0.0,1.5368026,turn_detected
1780239241638,keyframe_1780239241638.jpg,0.0,1.1086075,turn_detected
1780239242144,keyframe_1780239242144.jpg,265.50195,0.6621138,high_motion_transition
1780239242678,keyframe_1780239242678.jpg,11.7349615,0.06956166,sudden_movement
1780239243193,keyframe_1780239243193.jpg,109.6239,0.22973293,sudden_movement
1780239243709,keyframe_1780239243709.jpg,60.402866,0.06414492,sudden_movement
1780239244242,keyframe_1780239244242.jpg,32.83596,0.4297454,sudden_movement
1780239244757,keyframe_1780239244757.jpg,140.35034,0.1022121,sudden_movement
1780239245272,keyframe_1780239245272.jpg,209.27524,0.17922868,sudden_movement
1780239245788,keyframe_1780239245788.jpg,154.34741,0.38422683,sudden_movement
1780239246341,keyframe_1780239246341.jpg,411.6373,0.2257836,sudden_movement
1780239246894,keyframe_1780239246894.jpg,149.5409,0.21974625,sudden_movement
1780239247409,keyframe_1780239247409.jpg,172.3728,0.25900367,sudden_movement
1780239247924,keyframe_1780239247924.jpg,200.18481,0.25874665,sudden_movement
1780239248439,keyframe_1780239248439.jpg,86.52591,0.34710386,sudden_movement
1780239249012,keyframe_1780239249012.jpg,261.7693,0.38039446,sudden_movement
1780239249565,keyframe_1780239249565.jpg,282.51932,0.39631513,sudden_movement
1780239250080,keyframe_1780239250080.jpg,116.67251,0.16737542,sudden_movement
1780239250614,keyframe_1780239250614.jpg,288.91656,0.50568986,high_motion_transition
1780239251168,keyframe_1780239251168.jpg,40.723797,0.35506213,sudden_movement
1780239251683,keyframe_1780239251683.jpg,35.182953,0.31479752,sudden_movement
