timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,jerk,gyro_mag
1780237759783,0.011964113,9.572786,3.0008986,,,,,,,0.0,0.0
1780237759786,0.011964113,9.572786,3.0008986,0.035505496,0.028557109,-0.0037414394,,,,0.0,0.04571813
1780237759786,-0.0071784677,9.520144,2.888436,0.035505496,0.028557109,-0.0037414394,,,,0.0,0.04571813
1780237759787,-0.0071784677,9.520144,2.888436,0.035505496,0.028557109,-0.0037414394,-0.09375,-43.518753,25.66875,0.0,0.04571813
1780237759788,-0.0071784677,9.520144,2.888436,0.060855657,-0.018783553,0.045431767,-0.09375,-43.518753,25.66875,0.0,0.07823221
1780237759795,0.16630118,9.459127,2.652743,0.060855657,-0.018783553,0.045431767,-0.09375,-43.518753,25.66875,17.602102,0.07823221
1780237759827,0.16630118,9.459127,2.652743,0.060855657,-0.018783553,0.045431767,-0.0375,-42.7125,25.725,0.0,0.07823221
1780237759828,0.16630118,9.459127,2.652743,0.057190575,-0.014202199,0.053678203,-0.0375,-42.7125,25.725,0.0,0.07971081
1780237759829,0.34127632,9.420842,2.4107687,0.057190575,-0.014202199,0.053678203,-0.0375,-42.7125,25.725,95.074646,0.07971081
1780237759829,0.34127632,9.420842,2.4107687,0.005879405,0.03191677,0.027106347,-0.0375,-42.7125,25.725,0.0,0.042284768
1780237759830,0.34127632,9.420842,2.4107687,0.005879405,0.03191677,0.027106347,-0.82500005,-42.693752,25.5375,0.0,0.042284768
1780237759833,0.3472584,9.436396,2.3772693,0.005879405,0.03191677,0.027106347,-0.82500005,-42.693752,25.5375,2.3463566,0.042284768
1780237759843,0.3472584,9.436396,2.3772693,-0.064978875,0.08078455,0.0020616094,-0.82500005,-42.693752,25.5375,0.0,0.103694975
1780237759844,0.3472584,9.436396,2.3772693,-0.064978875,0.08078455,0.0020616094,-1.35,-42.73125,24.825,0.0,0.103694975
1780237759852,0.22971097,9.47468,2.6599214,-0.064978875,0.08078455,0.0020616094,-1.35,-42.73125,24.825,13.277649,0.103694975
1780237759862,0.22971097,9.47468,2.6599214,-0.08177718,0.07162184,-0.001603474,-1.35,-42.73125,24.825,0.0,0.10871875
1780237759864,0.22971097,9.47468,2.6599214,-0.08177718,0.07162184,-0.001603474,-0.90000004,-42.393753,25.10625,0.0,0.10871875
1780237759872,0.111266255,9.460323,2.8202405,-0.08177718,0.07162184,-0.001603474,-0.90000004,-42.393753,25.10625,3.5907028,0.10871875
1780237759881,0.111266255,9.460323,2.8202405,-0.060397524,0.039857782,0.013362284,-0.90000004,-42.393753,25.10625,0.0,0.07358705
1780237759883,0.111266255,9.460323,2.8202405,-0.060397524,0.039857782,0.013362284,-0.8625,-42.61875,25.275002,0.0,0.07358705
1780237759890,0.22372891,9.434002,2.9135606,-0.060397524,0.039857782,0.013362284,-0.8625,-42.61875,25.275002,0.5456379,0.07358705
1780237759900,0.22372891,9.434002,2.9135606,-0.02893889,0.018478129,0.011835165,-0.8625,-42.61875,25.275002,0.0,0.03631765
1780237759904,0.22372891,9.434002,2.9135606,-0.02893889,0.018478129,0.011835165,-0.82500005,-42.768753,25.10625,0.0,0.03631765
1780237759909,0.33888352,9.402896,2.9410782,-0.02893889,0.018478129,0.011835165,-0.82500005,-42.768753,25.10625,3.6489487,0.03631765
1780237759919,0.33888352,9.402896,2.9410782,0.0052685575,0.03955236,-0.016263809,-0.82500005,-42.768753,25.10625,0.0,0.043088958
1780237759923,0.33888352,9.402896,2.9410782,0.0052685575,0.03955236,-0.016263809,-0.8625,-42.787502,25.10625,0.0,0.043088958
1780237759928,0.11006984,9.473484,2.888436,0.0052685575,0.03955236,-0.016263809,-0.8625,-42.787502,25.10625,9.339333,0.043088958
1780237759939,0.11006984,9.473484,2.888436,0.026953636,0.052991,-0.0098499125,-0.8625,-42.787502,25.10625,0.0,0.06026247
1780237759943,0.11006984,9.473484,2.888436,0.026953636,0.052991,-0.0098499125,-0.8625,-42.693752,25.143751,0.0,0.06026247
1780237759947,0.0035892338,9.53809,2.786741,0.026953636,0.052991,-0.0098499125,-0.8625,-42.693752,25.143751,8.051395,0.06026247
1780237759958,0.0035892338,9.53809,2.786741,0.01809635,0.010231691,0.024662958,-0.8625,-42.693752,25.143751,0.0,0.03225565
1780237759963,0.0035892338,9.53809,2.786741,0.01809635,0.010231691,0.024662958,-0.45000002,-43.0125,25.518751,0.0,0.03225565
1780237759966,0.11844472,9.568001,2.6862426,0.01809635,0.010231691,0.024662958,-0.45000002,-43.0125,25.518751,0.5947749,0.03225565
1780237759976,0.11844472,9.568001,2.6862426,-0.01641652,-0.0361927,0.051540237,-0.45000002,-43.0125,25.518751,0.0,0.0650831
1780237759983,0.11844472,9.568001,2.6862426,-0.01641652,-0.0361927,0.051540237,0.0,-43.143753,25.63125,0.0,0.0650831
1780237759986,0.25244278,9.542876,2.6802604,-0.01641652,-0.0361927,0.051540237,0.0,-43.143753,25.63125,7.76577,0.0650831
1780237759995,0.25244278,9.542876,2.6802604,-0.038712446,-0.05451812,0.056427017,0.0,-43.143753,25.63125,0.0,0.08749221
1780237760004,0.25244278,9.542876,2.6802604,-0.038712446,-0.05451812,0.056427017,0.375,-43.125,25.931252,0.0,0.08749221
1780237760006,0.3173481,9.503394,2.6838498,-0.038712446,-0.05451812,0.056427017,0.375,-43.125,25.931252,17.573833,0.08749221
1780237760014,0.3173481,9.503394,2.6838498,-0.04512634,0.0013744063,0.050013117,0.375,-43.125,25.931252,0.0,0.067376465
1780237760024,0.3173481,9.503394,2.6838498,-0.04512634,0.0013744063,0.050013117,0.41250002,-43.2,25.968752,0.0,0.067376465
1780237760026,0.34247273,9.483055,2.7831519,-0.04512634,0.0013744063,0.050013117,0.41250002,-43.2,25.968752,4.383564,0.067376465
1780237760033,0.34247273,9.483055,2.7831519,-0.030160584,0.07040015,0.041155834,0.41250002,-43.2,25.968752,0.0,0.08694621
1780237760043,0.33050862,9.419645,2.929114,-0.030160584,0.07040015,0.041155834,0.41250002,-43.2,25.968752,1.8872261,0.08694621
1780237760044,0.33050862,9.419645,2.929114,-0.030160584,0.07040015,0.041155834,0.3375,-43.237503,25.85625,0.0,0.08694621
1780237760053,0.33050862,9.419645,2.929114,0.008322794,0.082006246,0.03077143,0.3375,-43.237503,25.85625,0.0,0.08798394
1780237760062,0.27756742,9.405289,2.902793,0.008322794,0.082006246,0.03077143,0.3375,-43.237503,25.85625,2.5694106,0.08798394
1780237760065,0.27756742,9.405289,2.902793,0.008322794,0.082006246,0.03077143,0.43125,-43.3875,26.118752,0.0,0.08798394
1780237760071,0.27756742,9.405289,2.902793,0.03397838,0.055128966,0.020387027,0.43125,-43.3875,26.118752,0.0,0.0678923
1780237760081,0.25603202,9.405289,2.7376883,0.03397838,0.055128966,0.020387027,0.43125,-43.3875,26.118752,4.798794,0.0678923
1780237760083,0.25603202,9.405289,2.7376883,0.03397838,0.055128966,0.020387027,0.41250002,-43.3125,26.025002,0.0,0.0678923
1780237760091,0.25603202,9.405289,2.7376883,0.030313294,0.025502874,0.008475506,0.41250002,-43.3125,26.025002,0.0,0.040510822
1780237760100,0.2739782,9.39811,2.5486553,0.030313294,0.025502874,0.008475506,0.41250002,-43.3125,26.025002,6.395658,0.040510822
1780237760103,0.2739782,9.39811,2.5486553,0.030313294,0.025502874,0.008475506,0.35625002,-43.425003,25.85625,0.0,0.040510822
1780237760110,0.2739782,9.39811,2.5486553,0.004046863,0.018478129,-0.0092390645,0.35625002,-43.425003,25.85625,0.0,0.02105181
1780237760120,0.32452658,9.410074,2.4729822,0.004046863,0.018478129,-0.0092390645,0.35625002,-43.425003,25.85625,0.6403923,0.02105181
1780237760123,0.32452658,9.410074,2.4729822,0.004046863,0.018478129,-0.0092390645,-0.16875,-43.3125,25.500002,0.0,0.02105181
1780237760129,0.32452658,9.410074,2.4729822,-0.03413109,0.059099473,-0.03978143,-0.16875,-43.3125,25.500002,0.0,0.0789952
1780237760138,0.30059835,9.372986,2.5761726,-0.03413109,0.059099473,-0.03978143,-0.16875,-43.3125,25.500002,1.0880365,0.0789952
1780237760143,0.30059835,9.372986,2.5761726,-0.03413109,0.059099473,-0.03978143,-0.39375,-43.256252,25.331251,0.0,0.0789952
1780237760148,0.30059835,9.372986,2.5761726,-0.051845662,0.10185878,-0.0678804,-0.39375,-43.256252,25.331251,0.0,0.13293207
1780237760157,0.18305093,9.3765745,2.7029922,-0.051845662,0.10185878,-0.0678804,-0.39375,-43.256252,25.331251,3.87711,0.13293207
1780237760164,0.18305093,9.3765745,2.7029922,-0.051845662,0.10185878,-0.0678804,-0.28125,-43.518753,25.35,0.0,0.13293207
1780237760167,0.18305093,9.3765745,2.7029922,-0.05581617,0.109799795,-0.073072605,-0.28125,-43.518753,25.35,0.0,0.14321677
1780237760176,-0.038285162,9.401699,2.9051857,-0.05581617,0.109799795,-0.073072605,-0.28125,-43.518753,25.35,8.920882,0.14321677
1780237760184,-0.038285162,9.401699,2.9051857,-0.05581617,0.109799795,-0.073072605,-0.58125,-43.612503,25.10625,0.0,0.14321677
1780237760186,-0.038285162,9.401699,2.9051857,-0.022524992,0.041079476,-0.041308545,-0.58125,-43.612503,25.10625,0.0,0.062460344
1780237760196,0.016749758,9.475877,2.8429725,-0.022524992,0.041079476,-0.041308545,-0.58125,-43.612503,25.10625,5.2778244,0.062460344
1780237760203,0.016749758,9.475877,2.8429725,-0.022524992,0.041079476,-0.041308545,-0.5625,-43.575,25.125002,0.0,0.062460344
1780237760206,0.016749758,9.475877,2.8429725,-8.39915E-4,-0.033749312,-0.01809635,-0.5625,-43.575,25.125002,0.0,0.038304042
1780237760215,0.13160525,9.518948,2.5546372,-8.39915E-4,-0.033749312,-0.01809635,-0.5625,-43.575,25.125002,4.0571427,0.038304042
1780237760223,0.13160525,9.518948,2.5546372,-8.39915E-4,-0.033749312,-0.01809635,-0.52500004,-43.2,24.956251,0.0,0.038304042
1780237760226,0.13160525,9.518948,2.5546372,-0.02893889,-0.019699825,-0.016263809,-0.52500004,-43.2,24.956251,0.0,0.038601216
1780237760234,0.16271193,9.517751,2.487339,-0.02893889,-0.019699825,-0.016263809,-0.52500004,-43.2,24.956251,2.2400618,0.038601216
1780237760243,0.16271193,9.517751,2.487339,-0.0640626,0.0581832,-0.015958386,-0.52500004,-43.2,24.956251,0.0,0.08799984
1780237760244,0.16271193,9.517751,2.487339,-0.0640626,0.0581832,-0.015958386,-0.20625001,-43.425003,25.275002,0.0,0.08799984
1780237760253,0.08135597,9.499805,2.632404,-0.0640626,0.0581832,-0.015958386,-0.20625001,-43.425003,25.275002,2.152443,0.08799984
1780237760262,0.08135597,9.499805,2.632404,-0.071392775,0.116519116,-6.8720314E-4,-0.20625001,-43.425003,25.275002,0.0,0.13665323
