timestamp,image_name,jerk,gyro_mag,trigger_reason
1780237828568,keyframe_1780237828568.jpg,82.09824,0.30787367,sudden_movement
1780237829084,keyframe_1780237829084.jpg,36.399174,0.28073862,sudden_movement
1780237829618,keyframe_1780237829618.jpg,19.051552,0.4802093,sudden_movement
1780237830171,keyframe_1780237830171.jpg,11.034965,0.40773708,sudden_movement
1780237830686,keyframe_1780237830686.jpg,72.66378,0.59764606,high_motion_transition
1780237831200,keyframe_1780237831200.jpg,30.509739,0.49764177,sudden_movement
1780237831735,keyframe_1780237831735.jpg,33.66766,0.56088084,high_motion_transition
1780237832345,keyframe_1780237832345.jpg,85.90888,0.12893939,sudden_movement
1780237832879,keyframe_1780237832879.jpg,11.396196,0.19857137,sudden_movement
1780237833451,keyframe_1780237833451.jpg,18.38398,0.083529525,sudden_movement
1780237833966,keyframe_1780237833966.jpg,13.659477,0.3644399,sudden_movement
1780237834481,keyframe_1780237834481.jpg,10.2033615,0.57218313,high_motion_transition
1780237835053,keyframe_1780237835053.jpg,23.154972,0.23292339,sudden_movement
1780237835568,keyframe_1780237835568.jpg,16.353226,0.15922442,sudden_movement
1780237836121,keyframe_1780237836121.jpg,23.070654,0.39547452,sudden_movement
1780237836636,keyframe_1780237836636.jpg,27.459251,0.4770812,sudden_movement
1780237837151,keyframe_1780237837151.jpg,73.088646,0.18057342,sudden_movement
1780237837666,keyframe_1780237837666.jpg,47.263783,0.2047548,sudden_movement
1780237838200,keyframe_1780237838200.jpg,11.787128,0.25216302,sudden_movement
1780237838703,keyframe_1780237838703.jpg,0.0,1.3804972,turn_detected
1780237839230,keyframe_1780237839230.jpg,22.031784,0.87623405,high_motion_transition
1780237839745,keyframe_1780237839745.jpg,63.988205,0.43685922,sudden_movement
1780237840260,keyframe_1780237840260.jpg,12.906393,0.12811652,sudden_movement
1780237840947,keyframe_1780237840947.jpg,19.949198,0.3500714,sudden_movement
1780237841462,keyframe_1780237841462.jpg,10.030365,0.9726201,high_motion_transition
1780237842015,keyframe_1780237842015.jpg,6.88892,0.7424934,high_motion_transition
1780237842530,keyframe_1780237842530.jpg,36.22341,0.15412591,sudden_movement
1780237843045,keyframe_1780237843045.jpg,12.947558,0.09568019,sudden_movement
1780237843579,keyframe_1780237843579.jpg,11.814404,0.2689722,sudden_movement
1780237844094,keyframe_1780237844094.jpg,21.38816,0.5458112,high_motion_transition
1780237844609,keyframe_1780237844609.jpg,57.71675,0.46669137,sudden_movement
1780237845125,keyframe_1780237845125.jpg,186.14386,0.120080195,sudden_movement
1780237845677,keyframe_1780237845677.jpg,13.729572,0.23206005,sudden_movement
1780237846211,keyframe_1780237846211.jpg,22.356508,0.2188042,sudden_movement
1780237846726,keyframe_1780237846726.jpg,161.59677,0.21554025,sudden_movement
1780237847260,keyframe_1780237847260.jpg,11.3658905,0.24426585,sudden_movement
1780237847775,keyframe_1780237847775.jpg,20.142078,0.1494105,sudden_movement
1780237848290,keyframe_1780237848290.jpg,27.300993,0.112168826,sudden_movement
1780237848806,keyframe_1780237848806.jpg,60.73427,0.24245392,sudden_movement
